"Year","Period","labor force participation rate","employment-population ratio","labor force","employment","unemployment","unemployment rate","State","Date"
1996,"Feb",66.1,62.8,4844330,4605833,238497,4.9,"michigan",1996-02-01
1996,"Mar",66.2,62.9,4856344,4616517,239827,4.9,"michigan",1996-03-01
1996,"Apr",66.3,63,4869749,4628241,241508,5,"michigan",1996-04-01
1996,"May",66.4,63.1,4883024,4640069,242955,5,"michigan",1996-05-01
1996,"Jun",66.5,63.2,4895281,4651714,243567,5,"michigan",1996-06-01
1996,"Jul",66.6,63.3,4906149,4663287,242862,5,"michigan",1996-07-01
1996,"Aug",66.7,63.4,4915246,4673986,241260,4.9,"michigan",1996-08-01
1996,"Sep",66.7,63.5,4921767,4682294,239473,4.9,"michigan",1996-09-01
1996,"Oct",66.7,63.5,4925558,4687595,237963,4.8,"michigan",1996-10-01
1996,"Nov",66.7,63.5,4927714,4691074,236640,4.8,"michigan",1996-11-01
1996,"Dec",66.7,63.5,4929278,4694828,234450,4.8,"michigan",1996-12-01
1997,"Jan",66.7,63.6,4930659,4699729,230930,4.7,"michigan",1997-01-01
1997,"Feb",66.7,63.7,4932264,4706243,226021,4.6,"michigan",1997-02-01
1997,"Mar",66.8,63.8,4935055,4715273,219782,4.5,"michigan",1997-03-01
1997,"Apr",66.8,63.9,4940695,4726854,213841,4.3,"michigan",1997-04-01
1997,"May",66.9,64.1,4948394,4738996,209398,4.2,"michigan",1997-05-01
1997,"Jun",67,64.2,4957044,4750019,207025,4.2,"michigan",1997-06-01
1997,"Jul",67.1,64.3,4966009,4759536,206473,4.2,"michigan",1997-07-01
1997,"Aug",67.2,64.4,4975226,4768276,206950,4.2,"michigan",1997-08-01
1997,"Sep",67.3,64.5,4984667,4777044,207623,4.2,"michigan",1997-09-01
1997,"Oct",67.3,64.5,4994021,4785625,208396,4.2,"michigan",1997-10-01
1997,"Nov",67.4,64.6,5001989,4793682,208307,4.2,"michigan",1997-11-01
1997,"Dec",67.5,64.7,5007918,4801468,206450,4.1,"michigan",1997-12-01
1998,"Jan",67.5,64.8,5012018,4809178,202840,4,"michigan",1998-01-01
1998,"Feb",67.5,64.9,5013275,4815156,198119,4,"michigan",1998-02-01
1998,"Mar",67.5,64.9,5010756,4817209,193547,3.9,"michigan",1998-03-01
1998,"Apr",67.4,64.8,5005795,4815902,189893,3.8,"michigan",1998-04-01
1998,"May",67.3,64.8,5001393,4813370,188023,3.8,"michigan",1998-05-01
1998,"Jun",67.3,64.8,5000290,4811911,188379,3.8,"michigan",1998-06-01
1998,"Jul",67.1,64,4989085,4755562,233523,4.7,"michigan",1998-07-01
1998,"Aug",67.4,64.8,5013342,4819087,194255,3.9,"michigan",1998-08-01
1998,"Sep",67.5,64.9,5026221,4828609,197612,3.9,"michigan",1998-09-01
1998,"Oct",67.7,65,5040302,4840370,199932,4,"michigan",1998-10-01
1998,"Nov",67.8,65.1,5052841,4851439,201402,4,"michigan",1998-11-01
1998,"Dec",67.9,65.2,5062248,4859559,202689,4,"michigan",1998-12-01
1999,"Jan",68,65.2,5068191,4864714,203477,4,"michigan",1999-01-01
1999,"Feb",68,65.3,5072921,4869219,203702,4,"michigan",1999-02-01
1999,"Mar",68.1,65.4,5078722,4876102,202620,4,"michigan",1999-03-01
1999,"Apr",68.1,65.5,5085534,4885974,199560,3.9,"michigan",1999-04-01
1999,"May",68.2,65.6,5093215,4898112,195103,3.8,"michigan",1999-05-01
1999,"Jun",68.3,65.7,5101876,4911107,190769,3.7,"michigan",1999-06-01
1999,"Jul",68.4,65.9,5111087,4923098,187989,3.7,"michigan",1999-07-01
1999,"Aug",68.5,66,5120376,4933431,186945,3.7,"michigan",1999-08-01
1999,"Sep",68.6,66.1,5129392,4943066,186326,3.6,"michigan",1999-09-01
1999,"Oct",68.6,66.2,5137316,4952765,184551,3.6,"michigan",1999-10-01
1999,"Nov",68.7,66.3,5144821,4963804,181017,3.5,"michigan",1999-11-01
1999,"Dec",68.8,66.4,5151792,4975841,175951,3.4,"michigan",1999-12-01
2000,"Jan",68.8,66.5,5157602,4986830,170772,3.3,"michigan",2000-01-01
2000,"Feb",68.9,66.6,5162135,4994628,167507,3.2,"michigan",2000-02-01
2000,"Mar",68.9,66.6,5165790,4997204,168586,3.3,"michigan",2000-03-01
2000,"Apr",68.9,66.6,5168451,4993804,174647,3.4,"michigan",2000-04-01
2000,"May",68.9,66.4,5169149,4985632,183517,3.6,"michigan",2000-05-01
2000,"Jun",68.8,66.2,5166814,4974633,192181,3.7,"michigan",2000-06-01
2000,"Jul",68.7,66,5161538,4963487,198051,3.8,"michigan",2000-07-01
2000,"Aug",68.5,65.9,5155400,4954722,200678,3.9,"michigan",2000-08-01
2000,"Sep",68.4,65.8,5151116,4949296,201820,3.9,"michigan",2000-09-01
2000,"Oct",68.4,65.7,5151119,4947516,203603,4,"michigan",2000-10-01
2000,"Nov",68.4,65.7,5155752,4947991,207761,4,"michigan",2000-11-01
2000,"Dec",68.5,65.6,5163659,4948398,215261,4.2,"michigan",2000-12-01
2001,"Jan",68.6,65.6,5171945,4946593,225352,4.4,"michigan",2001-01-01
2001,"Feb",68.6,65.5,5176440,4941271,235169,4.5,"michigan",2001-02-01
2001,"Mar",68.5,65.3,5174447,4932336,242111,4.7,"michigan",2001-03-01
2001,"Apr",68.4,65.1,5166173,4920212,245961,4.8,"michigan",2001-04-01
2001,"May",68.2,64.9,5153926,4905739,248187,4.8,"michigan",2001-05-01
2001,"Jun",68,64.6,5140193,4888969,251224,4.9,"michigan",2001-06-01
2001,"Jul",67.8,64.3,5127506,4870040,257466,5,"michigan",2001-07-01
2001,"Aug",67.6,64,5116246,4847969,268277,5.2,"michigan",2001-08-01
2001,"Sep",67.4,63.7,5105323,4823181,282142,5.5,"michigan",2001-09-01
2001,"Oct",67.2,63.3,5093614,4797583,296031,5.8,"michigan",2001-10-01
2001,"Nov",67,62.9,5080371,4773085,307286,6,"michigan",2001-11-01
2001,"Dec",66.8,62.6,5066286,4752037,314249,6.2,"michigan",2001-12-01
2002,"Jan",66.6,62.4,5052725,4735709,317016,6.3,"michigan",2002-01-01
2002,"Feb",66.4,62.2,5041165,4723721,317444,6.3,"michigan",2002-02-01
2002,"Mar",66.3,62.1,5032213,4715090,317123,6.3,"michigan",2002-03-01
2002,"Apr",66.2,62,5026227,4709984,316243,6.3,"michigan",2002-04-01
2002,"May",66.1,61.9,5022909,4708187,314722,6.3,"michigan",2002-05-01
2002,"Jun",66,61.9,5020958,4708971,311987,6.2,"michigan",2002-06-01
2002,"Jul",66,61.9,5018236,4710404,307832,6.1,"michigan",2002-07-01
2002,"Aug",65.9,61.9,5014193,4710981,303212,6,"michigan",2002-08-01
2002,"Sep",65.8,61.8,5010194,4709531,300663,6,"michigan",2002-09-01
2002,"Oct",65.7,61.7,5007253,4704807,302446,6,"michigan",2002-10-01
2002,"Nov",65.6,61.6,5005665,4697159,308506,6.2,"michigan",2002-11-01
2002,"Dec",65.6,61.4,5004935,4687398,317537,6.3,"michigan",2002-12-01
2003,"Jan",65.6,61.3,5006257,4677662,328595,6.6,"michigan",2003-01-01
2003,"Feb",65.6,61.2,5010391,4670159,340232,6.8,"michigan",2003-02-01
2003,"Mar",65.7,61.1,5016253,4665321,350932,7,"michigan",2003-03-01
2003,"Apr",65.7,61,5021726,4661689,360037,7.2,"michigan",2003-04-01
2003,"May",65.8,60.9,5025165,4657604,367561,7.3,"michigan",2003-05-01
2003,"Jun",65.7,60.9,5026810,4653839,372971,7.4,"michigan",2003-06-01
2003,"Jul",65.7,60.8,5026648,4651722,374926,7.5,"michigan",2003-07-01
2003,"Aug",65.7,60.8,5024657,4652208,372449,7.4,"michigan",2003-08-01
2003,"Sep",65.6,60.8,5021209,4655972,365237,7.3,"michigan",2003-09-01
2003,"Oct",65.5,60.9,5018166,4662501,355665,7.1,"michigan",2003-10-01
2003,"Nov",65.5,60.9,5017190,4670559,346631,6.9,"michigan",2003-11-01
2003,"Dec",65.5,61,5018456,4678501,339955,6.8,"michigan",2003-12-01
2004,"Jan",65.5,61.1,5020306,4684155,336151,6.7,"michigan",2004-01-01
2004,"Feb",65.5,61.1,5021716,4686435,335281,6.7,"michigan",2004-02-01
2004,"Mar",65.5,61.1,5023712,4686481,337231,6.7,"michigan",2004-03-01
2004,"Apr",65.5,61.1,5026357,4685805,340552,6.8,"michigan",2004-04-01
2004,"May",65.5,61,5029557,4685705,343852,6.8,"michigan",2004-05-01
2004,"Jun",65.5,61,5033645,4686741,346904,6.9,"michigan",2004-06-01
2004,"Jul",65.6,61,5039394,4688870,350524,7,"michigan",2004-07-01
2004,"Aug",65.6,61,5045816,4691242,354574,7,"michigan",2004-08-01
2004,"Sep",65.7,61,5051192,4692382,358810,7.1,"michigan",2004-09-01
2004,"Oct",65.7,61,5054030,4691780,362250,7.2,"michigan",2004-10-01
2004,"Nov",65.7,61,5054021,4690138,363883,7.2,"michigan",2004-11-01
2004,"Dec",65.7,60.9,5053218,4689031,364187,7.2,"michigan",2004-12-01
2005,"Jan",65.7,60.9,5052565,4689722,362843,7.2,"michigan",2005-01-01
2005,"Feb",65.6,61,5052302,4692528,359774,7.1,"michigan",2005-02-01
2005,"Mar",65.6,61,5052453,4697404,355049,7,"michigan",2005-03-01
2005,"Apr",65.6,61.1,5053263,4703909,349354,6.9,"michigan",2005-04-01
2005,"May",65.6,61.2,5054120,4711206,342914,6.8,"michigan",2005-05-01
2005,"Jun",65.6,61.2,5054046,4717545,336501,6.7,"michigan",2005-06-01
2005,"Jul",65.6,61.3,5053115,4721549,331566,6.6,"michigan",2005-07-01
2005,"Aug",65.5,61.3,5051875,4723123,328752,6.5,"michigan",2005-08-01
2005,"Sep",65.5,61.3,5050677,4722609,328068,6.5,"michigan",2005-09-01
2005,"Oct",65.4,61.2,5049392,4720299,329093,6.5,"michigan",2005-10-01
2005,"Nov",65.4,61.1,5048543,4716346,332197,6.6,"michigan",2005-11-01
2005,"Dec",65.4,61,5047218,4711130,336088,6.7,"michigan",2005-12-01
2006,"Jan",65.3,60.9,5045235,4706396,338839,6.7,"michigan",2006-01-01
2006,"Feb",65.3,60.9,5042821,4702884,339937,6.7,"michigan",2006-02-01
2006,"Mar",65.2,60.8,5039690,4699611,340079,6.7,"michigan",2006-03-01
2006,"Apr",65.2,60.8,5036049,4695470,340579,6.8,"michigan",2006-04-01
2006,"May",65.1,60.7,5032418,4690344,342074,6.8,"michigan",2006-05-01
2006,"Jun",65.1,60.6,5028747,4684358,344389,6.8,"michigan",2006-06-01
2006,"Jul",65,60.5,5025541,4678688,346853,6.9,"michigan",2006-07-01
2006,"Aug",65,60.5,5023814,4674074,349740,7,"michigan",2006-08-01
2006,"Sep",65,60.4,5023309,4670708,352601,7,"michigan",2006-09-01
2006,"Oct",65,60.4,5022691,4669184,353507,7,"michigan",2006-10-01
2006,"Nov",64.9,60.4,5020079,4668185,351894,7,"michigan",2006-11-01
2006,"Dec",64.8,60.3,5014553,4665751,348802,7,"michigan",2006-12-01
2007,"Jan",64.7,60.3,5006775,4660593,346182,6.9,"michigan",2007-01-01
2007,"Feb",64.6,60.2,4997882,4653287,344595,6.9,"michigan",2007-02-01
2007,"Mar",64.5,60.1,4988831,4645122,343709,6.9,"michigan",2007-03-01
2007,"Apr",64.4,60,4980925,4637172,343753,6.9,"michigan",2007-04-01
2007,"May",64.3,59.9,4974975,4629547,345428,6.9,"michigan",2007-05-01
2007,"Jun",64.3,59.8,4970720,4622161,348559,7,"michigan",2007-06-01
2007,"Jul",64.2,59.7,4967461,4615026,352435,7.1,"michigan",2007-07-01
2007,"Aug",64.2,59.6,4964777,4608481,356296,7.2,"michigan",2007-08-01
2007,"Sep",64.2,59.5,4962092,4603043,359049,7.2,"michigan",2007-09-01
2007,"Oct",64.1,59.5,4958614,4598201,360413,7.3,"michigan",2007-10-01
2007,"Nov",64.1,59.4,4953088,4593943,359145,7.3,"michigan",2007-11-01
2007,"Dec",64,59.4,4945117,4589331,355786,7.2,"michigan",2007-12-01
2008,"Jan",63.9,59.3,4935753,4582548,353205,7.2,"michigan",2008-01-01
2008,"Feb",63.7,59.2,4926222,4572950,353272,7.2,"michigan",2008-02-01
2008,"Mar",63.7,59,4917811,4560488,357323,7.3,"michigan",2008-03-01
2008,"Apr",63.6,58.8,4910907,4545733,365174,7.4,"michigan",2008-04-01
2008,"May",63.5,58.6,4905301,4529691,375610,7.7,"michigan",2008-05-01
2008,"Jun",63.5,58.4,4900647,4513209,387438,7.9,"michigan",2008-06-01
2008,"Jul",63.4,58.2,4894828,4495300,399528,8.2,"michigan",2008-07-01
2008,"Aug",63.3,57.9,4886027,4474199,411828,8.4,"michigan",2008-08-01
2008,"Sep",63.1,57.6,4874766,4448597,426169,8.7,"michigan",2008-09-01
2008,"Oct",63,57.2,4862569,4418233,444336,9.1,"michigan",2008-10-01
2008,"Nov",62.8,56.8,4850949,4384575,466374,9.6,"michigan",2008-11-01
2008,"Dec",62.7,56.3,4840346,4350375,489971,10.1,"michigan",2008-12-01
2009,"Jan",62.9,55.9,4852962,4317126,535836,11,"michigan",2009-01-01
2009,"Feb",63,55.5,4865384,4285620,579764,11.9,"michigan",2009-02-01
2009,"Mar",63.2,55.2,4875874,4257657,618217,12.7,"michigan",2009-03-01
2009,"Apr",63.3,54.9,4882213,4233756,648457,13.3,"michigan",2009-04-01
2009,"May",63.4,54.6,4889482,4212747,676735,13.8,"michigan",2009-05-01
2009,"Jun",63.4,54.4,4894230,4193898,700332,14.3,"michigan",2009-06-01
2009,"Jul",63.2,54.1,4874606,4177148,697458,14.3,"michigan",2009-07-01
2009,"Aug",62.9,54,4854414,4162989,691425,14.2,"michigan",2009-08-01
2009,"Sep",62.7,53.8,4837675,4152070,685605,14.2,"michigan",2009-09-01
2009,"Oct",62.5,53.7,4824408,4144121,680287,14.1,"michigan",2009-10-01
2009,"Nov",62.3,53.6,4811909,4139020,672889,14,"michigan",2009-11-01
2009,"Dec",62.3,53.6,4809373,4137170,672203,14,"michigan",2009-12-01
2010,"Jan",62.3,53.6,4810392,4139388,671004,13.9,"michigan",2010-01-01
2010,"Feb",62.3,53.7,4809232,4144763,664469,13.8,"michigan",2010-02-01
2010,"Mar",62.3,53.8,4807877,4151358,656519,13.7,"michigan",2010-03-01
2010,"Apr",62.2,53.9,4802983,4158154,644829,13.4,"michigan",2010-04-01
2010,"May",62.1,53.9,4796116,4164630,631486,13.2,"michigan",2010-05-01
2010,"Jun",62,54,4789412,4169206,620206,12.9,"michigan",2010-06-01
2010,"Jul",62,54,4787724,4171022,616702,12.9,"michigan",2010-07-01
2010,"Aug",61.7,54,4767171,4170672,596499,12.5,"michigan",2010-08-01
2010,"Sep",61.4,53.9,4746907,4168916,577991,12.2,"michigan",2010-09-01
2010,"Oct",61.1,53.9,4727568,4167508,560060,11.8,"michigan",2010-10-01
2010,"Nov",60.9,53.9,4710787,4167368,543419,11.5,"michigan",2010-11-01
2010,"Dec",60.6,53.8,4691345,4168458,522887,11.1,"michigan",2010-12-01
2011,"Jan",60.4,53.9,4674970,4170713,504257,10.8,"michigan",2011-01-01
2011,"Feb",60.3,53.9,4668944,4173355,495589,10.6,"michigan",2011-02-01
2011,"Mar",60,53.9,4647373,4175493,471880,10.2,"michigan",2011-03-01
2011,"Apr",60,53.9,4652390,4176823,475567,10.2,"michigan",2011-04-01
2011,"May",60.1,53.9,4657485,4178079,479406,10.3,"michigan",2011-05-01
2011,"Jun",60.1,53.9,4662542,4181324,481218,10.3,"michigan",2011-06-01
2011,"Jul",60.1,54,4667921,4188242,479679,10.3,"michigan",2011-07-01
2011,"Aug",60.2,54.1,4673563,4198614,474949,10.2,"michigan",2011-08-01
2011,"Sep",60.2,54.2,4678813,4211229,467584,10,"michigan",2011-09-01
2011,"Oct",60.2,54.3,4682966,4224280,458686,9.8,"michigan",2011-10-01
2011,"Nov",60.2,54.5,4684846,4235655,449191,9.6,"michigan",2011-11-01
2011,"Dec",60.2,54.5,4684103,4243862,440241,9.4,"michigan",2011-12-01
2012,"Jan",60.1,54.6,4681312,4248435,432877,9.2,"michigan",2012-01-01
2012,"Feb",60.1,54.6,4678257,4250427,427830,9.1,"michigan",2012-02-01
2012,"Mar",60,54.6,4676290,4250688,425602,9.1,"michigan",2012-03-01
2012,"Apr",60,54.5,4675455,4250169,425286,9.1,"michigan",2012-04-01
2012,"May",60,54.5,4676499,4250824,425675,9.1,"michigan",2012-05-01
2012,"Jun",60,54.5,4679237,4253593,425644,9.1,"michigan",2012-06-01
2012,"Jul",60,54.6,4682968,4258484,424484,9.1,"michigan",2012-07-01
2012,"Aug",60,54.6,4687918,4265084,422834,9,"michigan",2012-08-01
2012,"Sep",60.1,54.7,4694473,4272475,421998,9,"michigan",2012-09-01
2012,"Oct",60.1,54.7,4701669,4279468,422201,9,"michigan",2012-10-01
2012,"Nov",60.2,54.8,4708463,4285283,423180,9,"michigan",2012-11-01
2012,"Dec",60.3,54.8,4714311,4290208,424103,9,"michigan",2012-12-01
2013,"Jan",60.3,54.9,4719723,4295146,424577,9,"michigan",2013-01-01
2013,"Feb",60.4,54.9,4725309,4301009,424300,9,"michigan",2013-02-01
2013,"Mar",60.4,55,4731253,4308365,422888,8.9,"michigan",2013-03-01
2013,"Apr",60.5,55.1,4738500,4317492,421008,8.9,"michigan",2013-04-01
2013,"May",60.6,55.2,4746468,4326612,419856,8.8,"michigan",2013-05-01
2013,"Jun",60.6,55.3,4753846,4333971,419875,8.8,"michigan",2013-06-01
2013,"Jul",60.7,55.3,4759243,4338962,420281,8.8,"michigan",2013-07-01
2013,"Aug",60.7,55.3,4760452,4341961,418491,8.8,"michigan",2013-08-01
2013,"Sep",60.6,55.3,4757867,4344496,413371,8.7,"michigan",2013-09-01
2013,"Oct",60.5,55.3,4754729,4348324,406405,8.5,"michigan",2013-10-01
2013,"Nov",60.5,55.4,4753853,4354702,399151,8.4,"michigan",2013-11-01
2013,"Dec",60.5,55.5,4755427,4363173,392254,8.2,"michigan",2013-12-01
2014,"Jan",60.5,55.6,4758520,4372954,385566,8.1,"michigan",2014-01-01
2014,"Feb",60.5,55.7,4762758,4383602,379156,8,"michigan",2014-02-01
2014,"Mar",60.6,55.8,4767595,4394448,373147,7.8,"michigan",2014-03-01
2014,"Apr",60.6,55.9,4771145,4404171,366974,7.7,"michigan",2014-04-01
2014,"May",60.6,56,4772700,4412910,359790,7.5,"michigan",2014-05-01
2014,"Jun",60.6,56.1,4773249,4421887,351362,7.4,"michigan",2014-06-01
2014,"Jul",60.5,56.2,4773432,4431365,342067,7.2,"michigan",2014-07-01
2014,"Aug",60.5,56.3,4774523,4441495,333028,7,"michigan",2014-08-01
2014,"Sep",60.5,56.4,4775996,4451606,324390,6.8,"michigan",2014-09-01
2014,"Oct",60.5,56.5,4775586,4460635,314951,6.6,"michigan",2014-10-01
2014,"Nov",60.4,56.6,4772222,4467823,304399,6.4,"michigan",2014-11-01
2014,"Dec",60.4,56.6,4767995,4473641,294354,6.2,"michigan",2014-12-01
2015,"Jan",60.3,56.7,4764774,4478524,286250,6,"michigan",2015-01-01
2015,"Feb",60.3,56.7,4763075,4482822,280253,5.9,"michigan",2015-02-01
2015,"Mar",60.3,56.8,4763675,4487914,275761,5.8,"michigan",2015-03-01
2015,"Apr",60.3,56.9,4766275,4494470,271805,5.7,"michigan",2015-04-01
2015,"May",60.3,56.9,4769372,4502137,267235,5.6,"michigan",2015-05-01
2015,"Jun",60.3,57,4771847,4510140,261707,5.5,"michigan",2015-06-01
2015,"Jul",60.3,57.1,4773803,4518278,255525,5.4,"michigan",2015-07-01
2015,"Aug",60.3,57.2,4775840,4526683,249157,5.2,"michigan",2015-08-01
2015,"Sep",60.4,57.3,4779395,4536323,243072,5.1,"michigan",2015-09-01
2015,"Oct",60.4,57.4,4786771,4548241,238530,5,"michigan",2015-10-01
2015,"Nov",60.5,57.6,4798667,4562325,236342,4.9,"michigan",2015-11-01
2015,"Dec",60.7,57.7,4813134,4577238,235896,4.9,"michigan",2015-12-01
2016,"Jan",60.9,57.9,4827409,4591001,236408,4.9,"michigan",2016-01-01
2016,"Feb",61,58,4839932,4602195,237737,4.9,"michigan",2016-02-01
2016,"Mar",61.1,58.1,4849814,4610410,239404,4.9,"michigan",2016-03-01
2016,"Apr",61.2,58.1,4857719,4616786,240933,5,"michigan",2016-04-01
2016,"May",61.2,58.2,4864670,4622595,242075,5,"michigan",2016-05-01
2016,"Jun",61.3,58.2,4871098,4628158,242940,5,"michigan",2016-06-01
2016,"Jul",61.3,58.3,4877110,4633567,243543,5,"michigan",2016-07-01
2016,"Aug",61.4,58.3,4882900,4638629,244271,5,"michigan",2016-08-01
2016,"Sep",61.4,58.3,4888654,4642683,245971,5,"michigan",2016-09-01
2016,"Oct",61.4,58.3,4893430,4645601,247829,5.1,"michigan",2016-10-01
2016,"Nov",61.4,58.3,4896498,4648509,247989,5.1,"michigan",2016-11-01
2016,"Dec",61.4,58.4,4897910,4652754,245156,5,"michigan",2016-12-01
2017,"Jan",61.4,58.4,4898119,4659222,238897,4.9,"michigan",2017-01-01
2017,"Feb",61.4,58.5,4897485,4667652,229833,4.7,"michigan",2017-02-01
2017,"Mar",61.4,58.6,4896456,4676101,220355,4.5,"michigan",2017-03-01
2017,"Apr",61.3,58.7,4896887,4683331,213556,4.4,"michigan",2017-04-01
2017,"May",61.4,58.7,4900103,4688750,211353,4.3,"michigan",2017-05-01
2017,"Jun",61.4,58.7,4905778,4692146,213632,4.4,"michigan",2017-06-01
2017,"Jul",61.5,58.7,4912843,4693473,219370,4.5,"michigan",2017-07-01
2017,"Aug",61.5,58.7,4918844,4692802,226042,4.6,"michigan",2017-08-01
2017,"Sep",61.5,58.6,4921634,4690747,230887,4.7,"michigan",2017-09-01
2017,"Oct",61.5,58.6,4921385,4688890,232495,4.7,"michigan",2017-10-01
2017,"Nov",61.4,58.6,4919605,4688415,231190,4.7,"michigan",2017-11-01
2017,"Dec",61.4,58.6,4918650,4691040,227610,4.6,"michigan",2017-12-01
2018,"Jan",61.4,58.7,4920884,4697980,222904,4.5,"michigan",2018-01-01
2018,"Feb",61.5,58.8,4927259,4709182,218077,4.4,"michigan",2018-02-01
2018,"Mar",61.6,58.9,4935364,4722367,212997,4.3,"michigan",2018-03-01
2018,"Apr",61.7,59.1,4940831,4733613,207218,4.2,"michigan",2018-04-01
2018,"May",61.6,59.1,4942041,4740310,201731,4.1,"michigan",2018-05-01
2018,"Jun",61.6,59.1,4940348,4742445,197903,4,"michigan",2018-06-01
2018,"Jul",61.6,59.1,4937813,4741552,196261,4,"michigan",2018-07-01
2018,"Aug",61.5,59.1,4937504,4740538,196966,4,"michigan",2018-08-01
2018,"Sep",61.5,59.1,4940876,4741445,199431,4,"michigan",2018-09-01
2018,"Oct",61.6,59.1,4947469,4744649,202820,4.1,"michigan",2018-10-01
2018,"Nov",61.7,59.1,4955714,4749291,206423,4.2,"michigan",2018-11-01
2018,"Dec",61.8,59.2,4963336,4754162,209174,4.2,"michigan",2018-12-01
2019,"Jan",61.8,59.2,4968381,4758116,210265,4.2,"michigan",2019-01-01
2019,"Feb",61.9,59.3,4970537,4761018,209519,4.2,"michigan",2019-02-01
2019,"Mar",61.9,59.3,4971497,4763235,208262,4.2,"michigan",2019-03-01
2019,"Apr",61.9,59.3,4973183,4765642,207541,4.2,"michigan",2019-04-01
2019,"May",61.9,59.3,4975072,4767893,207179,4.2,"michigan",2019-05-01
2019,"Jun",61.9,59.3,4976430,4769678,206752,4.2,"michigan",2019-06-01
2019,"Jul",61.9,59.3,4977230,4771284,205946,4.1,"michigan",2019-07-01
2019,"Aug",61.9,59.4,4977625,4773214,204411,4.1,"michigan",2019-08-01
2019,"Sep",61.9,59.4,4978659,4777590,201069,4,"michigan",2019-09-01
2019,"Oct",61.9,59.4,4979874,4783432,196442,3.9,"michigan",2019-10-01
2019,"Nov",61.9,59.5,4979379,4787678,191701,3.8,"michigan",2019-11-01
2019,"Dec",61.8,59.4,4973652,4785332,188320,3.8,"michigan",2019-12-01
2020,"Jan",61.6,59.3,4960108,4773316,186792,3.8,"michigan",2020-01-01
2020,"Feb",61.3,59,4937894,4752121,185773,3.8,"michigan",2020-02-01
2020,"Mar",61,58.7,4909618,4727009,182609,3.7,"michigan",2020-03-01
2020,"Apr",56.7,43.8,4561790,3525458,1036332,22.7,"michigan",2020-04-01
2020,"May",60.7,49,4882818,3942312,940506,19.3,"michigan",2020-05-01
2020,"Jun",62.3,53.3,5013907,4288978,724929,14.5,"michigan",2020-06-01
2020,"Jul",61.6,53.8,4955114,4333964,621150,12.5,"michigan",2020-07-01
2020,"Aug",60.7,54.6,4884241,4395658,488583,10,"michigan",2020-08-01
2020,"Sep",60.5,55.1,4874366,4438831,435535,8.9,"michigan",2020-09-01
2020,"Oct",60,55.4,4827190,4457849,369341,7.7,"michigan",2020-10-01
2020,"Nov",59.7,55.4,4805259,4462804,342455,7.1,"michigan",2020-11-01
2020,"Dec",58.6,54.5,4718476,4390823,327653,6.9,"michigan",2020-12-01
2021,"Jan",59.1,55.3,4756298,4453065,303233,6.4,"michigan",2021-01-01
2021,"Feb",59,55.3,4743894,4448738,295156,6.2,"michigan",2021-02-01
2021,"Mar",58.9,55.3,4739220,4448478,290742,6.1,"michigan",2021-03-01
2021,"Apr",59,55.3,4743530,4451512,292018,6.2,"michigan",2021-04-01
2021,"May",59,55.4,4749450,4457663,291787,6.1,"michigan",2021-05-01
2021,"Jun",59.2,55.5,4759230,4466301,292929,6.2,"michigan",2021-06-01
2021,"Jul",59.2,55.7,4764898,4479044,285854,6,"michigan",2021-07-01
2021,"Aug",59.3,55.9,4771372,4497083,274289,5.7,"michigan",2021-08-01
2021,"Sep",59.3,56.1,4777332,4519198,258134,5.4,"michigan",2021-09-01
2021,"Oct",59.4,56.4,4785852,4543444,242408,5.1,"michigan",2021-10-01
2021,"Nov",59.5,56.7,4795368,4567154,228214,4.8,"michigan",2021-11-01
2021,"Dec",59.7,57,4807372,4589090,218282,4.5,"michigan",2021-12-01
2022,"Jan",59.8,57.2,4821766,4608424,213342,4.4,"michigan",2022-01-01
2022,"Feb",60,57.4,4834522,4624544,209978,4.3,"michigan",2022-02-01
2022,"Mar",60.1,57.5,4843992,4636868,207124,4.3,"michigan",2022-03-01
2022,"Apr",60.2,57.6,4849649,4646083,203566,4.2,"michigan",2022-04-01
2022,"May",60.2,57.7,4851797,4652434,199363,4.1,"michigan",2022-05-01
2022,"Jun",60.1,57.7,4851338,4655590,195748,4,"michigan",2022-06-01
2022,"Jul",60.1,57.7,4850233,4656197,194036,4,"michigan",2022-07-01
2022,"Aug",60.1,57.7,4851542,4657035,194507,4,"michigan",2022-08-01
2022,"Sep",60.1,57.7,4857290,4661016,196274,4,"michigan",2022-09-01
2022,"Oct",60.2,57.7,4868539,4669298,199241,4.1,"michigan",2022-10-01
2022,"Nov",60.4,57.9,4883660,4682181,201479,4.1,"michigan",2022-11-01
2022,"Dec",60.5,58.1,4901047,4699827,201220,4.1,"michigan",2022-12-01
2023,"Jan",60.8,58.3,4919441,4720935,198506,4,"michigan",2023-01-01
2023,"Feb",61,58.6,4938265,4744096,194169,3.9,"michigan",2023-02-01
2023,"Mar",61.2,58.8,4956796,4767268,189528,3.8,"michigan",2023-03-01
2023,"Apr",61.3,59.1,4974341,4788331,186010,3.7,"michigan",2023-04-01
2023,"May",61.5,59.2,4990528,4805173,185355,3.7,"michigan",2023-05-01
2023,"Jun",61.7,59.3,5005683,4817679,188004,3.8,"michigan",2023-06-01
2023,"Jul",61.8,59.4,5019162,4825889,193273,3.9,"michigan",2023-07-01
2023,"Aug",61.9,59.4,5028980,4830057,198923,4,"michigan",2023-08-01
